Description,Status,Related Records,Submittal Type,Unnamed: 6,lon,lat,record_date,original_lon,original_lat,mapping_distance_meters,mapped_to_sales_idx
Replace HVAC systemsBuilding 3UnitsÂ # 305# 306# 307# 308,Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-05-01,-81.974554490078,26.507999497013,78.38343550959281,1407
Replace HVAC systemBuilding 3UnitsÂ # 301# 302# 303# 304,Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-05-01,-81.974554490078,26.507999497013,78.38343550959281,1407
Replace HVAC systemBuilding #2Unit 205Unit 206Unit 207Unit 208,Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-05-01,-81.974554490078,26.507999497013,78.38343550959281,1407
Replace HVAC systems onBuilding #2UNits#201#202#203#204,Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-05-01,-81.974554490078,26.507999497013,78.38343550959281,1407
Replace HVAC systems onBuilding #1Units#105#106#107#108,Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-05-01,-81.974554490078,26.507999497013,78.38343550959281,1407
Replace HVAC systems onBuilding 1Units#101#102#103#104,Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-05-01,-81.974554490078,26.507999497013,78.38343550959281,1407
Replace HVAC systems onBuilding # 20Units2005200620072008,Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-06-01,-81.974554490078,26.507999497013,78.38343550959281,1407
"Renovation of Pool Finish for approx. 36,000 gallon Pool.No footprint changes being made / Resurfacing only",Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-08-01,-81.974554490078,26.507999497013,78.38343550959281,1407
Hurricane Ian Remodel,Closed-CC Issued,0,Paper Submittal,,-81.96661880780978,26.50801705272846,2023-02-01,-81.967287793351,26.508258872759,79.18746314587251,545
"Installing 4 Storm Catcher Rolldown Screens MOT ,  1 Storm Catcher Strap & Buckle &  1 Standard Alum RD MOT *Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,-81.96661880780978,26.50801705272846,2023-07-01,-81.967287793351,26.508258872759,79.18746314587251,545
Shingle & Flat Re-Roof,Closed-CC Issued,0,ePlan,,-81.96589694542759,26.515045750100736,2022-08-01,-81.966608039398,26.515086344809,79.28786556904934,1208
Shingle & Flat Re-Roof,Closed-CC Issued,0,ePlan,,-81.96589694542759,26.515045750100736,2023-02-01,-81.966608039398,26.515086344809,79.28786556904934,1208
Roof ReplacementOwner states no significant other damage,Closed-CC Issued,0,ePlan,,-81.96077799612087,26.51194465199776,2023-02-01,-81.960347398528,26.511360971141,80.74327675698294,944
tile reroof,Closed-CC Issued,0,ePlan,,-81.95703210548821,26.52226244285901,2023-03-01,-81.957431379989,26.522868952948,80.83354571804205,706
Interior Remode,Closed-CC Issued,1,ePlan,,-81.95560013691505,26.50738373859805,2023-03-01,-81.95633377357,26.507392049151,81.67367214831518,667
SPLIT AC SYSTEM REPLACEMENTS,Closed-Withdrawn,0,ePlan,,-81.95560013691505,26.50738373859805,2023-05-01,-81.95633377357,26.507392049151,81.67367214831518,667
SHINGLE RE-ROOF,Closed-CC Issued,0,ePlan,,-81.95949464459162,26.51535432849673,2022-12-01,-81.959052775981,26.514767537743,81.77067848902223,1146
Remove and replace fiberglass shingles on garage,Closed-CC Issued,0,ePlan,,-81.95949464459162,26.51535432849673,2023-01-01,-81.959052775981,26.514767537743,81.77067848902223,1146
Repipe interior potable water.,Closed-CC Issued,0,ePlan,,-81.95949464459162,26.51535432849673,2023-05-01,-81.959052775981,26.514767537743,81.77067848902223,1146
No longer doing roof work,Closed-Revision Approved,1,ePlan,,-81.95510874564309,26.52285199480853,2022-05-01,-81.955804966896,26.523092857546,82.01035073120865,117
"AC Change Out 2 Systems, Like for Like",Closed-CC Issued,0,ePlan,,-81.97456782313643,26.511046464851773,2022-10-01,-81.974508909761,26.511787217402,82.72095694785511,1409
"Screen pool enclosure replacement on existing deck, like for like due to Hurricane Ian damage",Closed-CO Issued,0,ePlan,,-81.97456782313643,26.511046464851773,2023-01-01,-81.974508909761,26.511787217402,82.72095694785511,1409
Residential shingle Tearoff and shingle Re Roof,Closed-CC Issued,0,ePlan,,-81.96063649578028,26.510589934130195,2022-12-01,-81.960194601832,26.511199159072,83.78080250284982,940
Replacement Pool Enclosure- Hurricane Ian.,Closed-CO Issued,0,ePlan,,-81.96063649578028,26.510589934130195,2023-02-01,-81.960194601832,26.511199159072,83.78080250284982,940
Replacing size for size 2 sets of sliding glass doors and 4 windows,Closed-CC Issued,0,ePlan,,-81.96063649578028,26.510589934130195,2023-03-01,-81.960194601832,26.511199159072,83.78080250284982,940
REPLACE 2 DOORS LIKE FOR LIKE WITH IMPACT,Closed-CC Issued,0,ePlan,,-81.96303212014669,26.51292905066331,2023-03-01,-81.962989148433,26.513683450137,84.11587987382865,981
Interior Remodel/ Repairs- Hurricane IAN,Closed-CC Issued,0,ePlan,,-81.95755905772218,26.507212147068103,2022-12-01,-81.956811530826,26.507355843875,84.73823126614387,155
ATTACH TO MASTER RES2022-13017ELECTRICAL REPAIRS PER MASTER,Waiting on Applicant,0,ePlan,,-81.95755905772218,26.507212147068103,2023-05-01,-81.956811530826,26.507355843875,84.73823126614387,155
A/C CHANGE OUT FOR 2 SYSTEMS:* 4 Ton.   15.5 Seer.    10 kw.  Trane* 4 Ton.   15.5 Seer.    10 kw.  TraneAir handler and condenser New condenser pad as needed  New drain pan as needed Removal of old systemNew stat  New float switchesInstalled to code,Closed-Withdrawn,0,ePlan,,-81.95755905772218,26.507212147068103,2023-05-01,-81.956811530826,26.507355843875,84.73823126614387,155
"Replace insulation, flooring and cabinets through out the home and replaced roof",Closed-CC Issued,1,ePlan,,-81.95954575901334,26.50728509991057,2022-11-01,-81.959874827559,26.50797176755,84.76406228041537,623
Adding Roof Replacement to Scope of Work.,Closed-Revision Approved,1,ePlan,,-81.95954575901334,26.50728509991057,2022-01-01,-81.959874827559,26.50797176755,84.76406228041537,623
LIKE FOR LIKE AC CHANGEOUT/ REPLACEMENTSPLIT SYSTEM 3 TON- 15.6 SEER- 9 KW,Closed-CC Issued,0,ePlan,,-81.95954575901334,26.50728509991057,2023-08-01,-81.959874827559,26.50797176755,84.76406228041537,623
Remove and replace tile roof system,Closed-CC Issued,0,ePlan,,-81.9555951116765,26.50708107105551,2022-07-01,-81.956331851842,26.507276594213,84.85296272373024,669
New shingles on roof,Closed-CC Issued,0,ePlan,,-81.96014387187138,26.512147921376947,2022-11-01,-81.960222389338,26.511387359667,85.11570493265107,946
CHANGE OUT 2 TON 15 SEER 7.5 KW SPLIT SYSTEM,Closed-CC Issued,0,ePlan,,-81.95962413887081,26.51198538597908,2022-08-01,-81.959136650814,26.511396302244,85.11899125786647,950
Riser repair and panel,Closed-CC Issued,0,Paper Submittal,,-81.95962413887081,26.51198538597908,2023-02-01,-81.959136650814,26.511396302244,85.11899125786647,950
REPLACE EXISTING INTERIOR PRESSURE WATERLINES WITH PEX AND CVPC,Closed-CC Issued,0,ePlan,,-81.95629823265395,26.5193300011228,2022-07-01,-81.956164753152,26.52008531312,85.38418093964111,109
Enclose Lanai,Closed-CO Issued,0,ePlan,,-81.95629823265395,26.5193300011228,2023-02-01,-81.956164753152,26.52008531312,85.38418093964111,109
tile reroof,Closed-CC Issued,0,ePlan,,-81.95727492213136,26.52212849969436,2023-01-01,-81.957494073441,26.522865868913,85.63255535363507,525
Shingle Re-Roof with Flat Roof Included.,Closed-CC Issued,0,ePlan,,-81.96497853883001,26.51870793099898,2022-11-01,-81.964626396798,26.517995613209,88.45567646980463,1396
RE ROOF WITH ASPHALT SHINGLES,Closed-CC Issued,0,ePlan,,-81.95821974314428,26.51075828476052,2022-12-01,-81.958959748559,26.511081838725,89.90736776761378,925
"Tear Off and Re-roof shingles *Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,-81.96084916408516,26.520177963777364,2023-07-01,-81.961051752059,26.519392236519,90.32774052666238,961
Reroof for duplex 15200 Portside Dr15204 Portside Dr,Closed-CC Issued,0,ePlan,,-81.95745755891268,26.52205164367606,2022-12-01,-81.957512251945,26.522865868914,90.84380890439346,510
"Screen pool enclosure on existing deck (Hurricane Ian replacement S4S, P4P) (Pool POL2000-00168) (Old cage RES2000-04983)",Closed-CC Issued,0,ePlan,,-81.97385512421154,26.512292705605315,2023-09-01,-81.974641472443,26.512512664549,90.89640842946018,36
Tile Reroof,Closed-CC Issued,0,ePlan,,-81.9576559646862,26.522055486435363,2023-03-01,-81.957548608952,26.522865868915,90.99993081533545,509
REPLACE EXISTING INTERIOR PRESSURE WATERLINES WITH PEX AND CVPC,Closed-CC Issued,0,ePlan,,-81.9576559646862,26.522055486435363,2023-03-01,-81.957548608952,26.522865868915,90.99993081533545,509
Like-for-Like Replacement,Closed-CC Issued,0,ePlan,,-81.9689586507753,26.517136679198856,2022-10-01,-81.968528375555,26.516438580236,91.28775726410609,1497
Replace Condenser Only,Closed-CC Issued,0,ePlan,,-81.95857107853107,26.50734218288081,2022-12-01,-81.95888116916,26.508109416415,92.12047771998411,658
Replace 2 55 gal water heater.,Permit Expired,0,ePlan,,-81.95989315988513,26.50889835632654,2023-01-01,-81.959681819016,26.508090868559,92.91729480542939,877
Interior remodel,Closed-CC Issued,0,ePlan,,-81.95989315988513,26.50889835632654,2023-06-01,-81.959681819016,26.508090868559,92.91729480542939,877
Full Roof Replacement (48sq Shingles),Closed-CC Issued,0,ePlan,,-81.96056221013633,26.512145213106013,2022-10-01,-81.960220864589,26.511378592359,93.41758923463021,945
REROOF SHINGLE TO SHINGLENOA'S 21-1209.01  &  19-1003.01,Closed-CC Issued,0,ePlan,,-81.96511135208387,26.51527373222676,2023-01-01,-81.964592706088,26.514589150499,95.60863941530465,1198
Remodeling,Closed-Voided,0,ePlan,,-81.96511135208387,26.51527373222676,2023-03-01,-81.964592706088,26.514589150499,95.60863941530465,1198
"rewiring living room, kitchen, dining rm, replacing receptacles all to code",Waiting on Applicant,0,ePlan,,-81.96511135208387,26.51527373222676,2023-05-01,-81.964592706088,26.514589150499,95.60863941530465,1198
"Repair drywall up to 48""Replace Bathroom showerReplace all cabinetsRepipe of water supply linesAir conditioning replacementMove some electrical outlets",Permit Issued,1,ePlan,,-81.96511135208387,26.51527373222676,2023-05-01,-81.964592706088,26.514589150499,95.60863941530465,1198
"Repair drywall up to 48""Replace flooringReplace bathroom tile & showerReplace all cabinetsRepipe of water supply linesAirconditioning replacement",Closed-Voided,0,ePlan,,-81.96511135208387,26.51527373222676,2023-05-01,-81.964592706088,26.514589150499,95.60863941530465,1198
replace two split systems,Closed-CC Issued,0,ePlan,,-81.9602663356414,26.50887013467099,2022-10-01,-81.960142484171,26.507970872667,101.05080824236255,876
Screen Enclosure,Closed-CO Issued,1,ePlan,,-81.9602663356414,26.50887013467099,2022-12-01,-81.960142484171,26.507970872667,101.05080824236255,876
Pool deck extension.,Closed-CC Issued,0,ePlan,,-81.9602663356414,26.50887013467099,2022-12-01,-81.960142484171,26.507970872667,101.05080824236255,876
SIDING REPLACEMENT AND REPAIR OF WATERPROOF MEMBRANE ON BALCONY,Closed-Withdrawn,0,ePlan,,-81.9602663356414,26.50887013467099,2023-04-01,-81.960142484171,26.507970872667,101.05080824236255,876
"Tear off and Re-roof shingle *Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,-81.96195380921263,26.517272768454703,2023-05-01,-81.962533091617,26.516555767854,102.61131759616899,1386
4ft chainlink fence w/ 2 gates..,Closed-CC Issued,0,ePlan,,-81.96364500471032,26.52246341609339,2023-08-01,-81.964569122393,26.522326856356,103.98992542112777,1345
Replacement of screen enclosure on existing foundation,Closed-CC Issued,0,ePlan,,-81.97370152823655,26.512292948201413,2023-08-01,-81.974558697147,26.511872083941,106.30128990346648,37
Replacement Windows & Door (size per Size),Closed-CC Issued,0,ePlan,,-81.96330421939926,26.51474989203374,2022-11-01,-81.964195907476,26.514324607308,109.97462325608619,1377
Site built 6x8 storage shed,Closed-CO Issued,0,ePlan,,-81.96330421939926,26.51474989203374,2023-02-01,-81.964195907476,26.514324607308,109.97462325608619,1377
"Install / Replace Screen Enclosure damaged by Hurricane Ian, Going back in same footprint",Closed-CC Issued,0,ePlan,,-81.96330421939926,26.51474989203374,2023-03-01,-81.964195907476,26.514324607308,109.97462325608619,1377
Residential Metal ReRoof,Permit Expired,0,ePlan,,-81.96330421939926,26.51474989203374,2023-03-01,-81.964195907476,26.514324607308,109.97462325608619,1377
Roof Replacement - Hurricane Ian Related,Closed-CC Issued,0,ePlan,,-81.95669305119092,26.50922031452795,2023-03-01,-81.955731102156,26.508987969812,110.16350110467151,891
"Tear Off and Re-roof shingles *Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,-81.9615760989138,26.520087636166267,2023-07-01,-81.961053356328,26.519238186678,111.03154369910504,980
Dredging of approximately 700 CY of accumulate sediment to gain access to Caloosahatchee River navigable waters,Permit Expired,0,ePlan,,-81.95785695631707,26.5220577786378,2022-07-01,-81.957897673886,26.523071022604,112.88535525288658,508
Remove and replace one Patio door. Like for like. No structural changes. Impact resistant.,Closed-CC Issued,0,ePlan,,-81.95785695631707,26.5220577786378,2023-02-01,-81.957897673886,26.523071022604,112.88535525288658,508
Change in layout,Closed-Revision Approved,1,ePlan,,-81.95785695631707,26.5220577786378,2022-04-01,-81.957897673886,26.523071022604,112.88535525288658,508
Installation of electric roll shutters at 5 openings and accordion shutter at 1 opening****REVISION - INSTALLATION OF ELECRIC ROLL HURRICANE SCREENS AT 5 OPENINGS AND ACCORDIAN SHUTTER AT 1 OPENING,Permit Expired,1,ePlan,,-81.95807662701459,26.522059680730848,2022-07-01,-81.957770014111,26.523093339959,120.0225206028098,507
INSTALLATION OF ELECRIC ROLL HURRICANE SCREENS AT 5 OPENINGS AND ACCORDIAN SHUTTER AT 1 OPENING,Closed-Revision Approved,1,ePlan,,-81.95807662701459,26.522059680730848,2022-08-01,-81.957770014111,26.523093339959,120.0225206028098,507
Tile Re Roof,Closed-CC Issued,0,ePlan,,-81.97354866690056,26.512296099404672,2022-10-01,-81.974659312417,26.512131744189,124.9834660045723,38
replace systems,Closed-CC Issued,0,ePlan,,-81.97354866690056,26.512296099404672,2023-01-01,-81.974659312417,26.512131744189,124.9834660045723,38
Screen pool enclosure replacement S4S on existing Deck (Hurricane Ian) (Pool POL2000-01993) (Old Cage RES2001-03709),Closed-CO Issued,0,ePlan,,-81.97354866690056,26.512296099404672,2023-01-01,-81.974659312417,26.512131744189,124.9834660045723,38
Roof Replacement - Hurricane Ian Related,Closed-CC Issued,0,ePlan,,-81.95524676123694,26.51008041393354,2023-03-01,-81.955677239005,26.509030438834,126.3253365525484,1373
"Tear Off and Re-roof shingles *Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,-81.96027154523932,26.519885996076244,2023-07-01,-81.960871200701,26.518907610674,127.743018605168,1387
Replace Split System AC,Closed-CC Issued,0,ePlan,,-81.95881976102694,26.50713360894352,2022-07-01,-81.959548377373,26.508093959868,134.1928168334625,657
Replace 2 Condensers Only,Closed-CC Issued,0,ePlan,,-81.95881976102694,26.50713360894352,2022-11-01,-81.959548377373,26.508093959868,134.1928168334625,657
"Tear Off and Re-roof shingles *Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,-81.96065076601539,26.514333833605363,2023-06-01,-81.960963279645,26.515634303026,148.88963576752292,1150
"Tear Off and Re-roof shingles*Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,-81.96430467356876,26.51649605239112,2023-06-01,-81.962957665611,26.516661363468,151.07392151511974,1217
Foundation Repair,Closed-CC Issued,0,ePlan,,-81.96164297803789,26.506462202507898,2022-12-01,-81.96203009282,26.505129056477,154.5359056760236,585
Replacement Pool Enclosure,Closed-CC Issued,0,ePlan,,-81.96164297803789,26.506462202507898,2023-05-01,-81.96203009282,26.505129056477,154.5359056760236,585
"Tear Off and Re-roof shingles *Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Permit Expired,0,ePlan,,-81.96206415359298,26.51432535469768,2023-06-01,-81.961737164521,26.515722271464,159.70825182189432,1381
"Tear Off and Re-roof shingles*Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,-81.96432829768513,26.517097924562776,2023-06-01,-81.962889283722,26.516645397828,167.92509025672217,1177
"Tear off and Re-roof shingle*Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,-81.96040594821763,26.52019506371353,2023-05-01,-81.960945172618,26.518769640866,169.65230994335573,1089
"Tear Off and Re-roof shingles *Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Permit Expired,0,ePlan,,-81.96019011236633,26.51433482490458,2023-06-01,-81.960712811059,26.515802157897,173.3978306756801,1149
"Tear off and Re-roof shingle*Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,-81.96256957278308,26.51432432823453,2023-05-01,-81.962151952053,26.515829116241,173.8444211439443,1376
"Tear Off and Re-roof shingles *Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,-81.95894837695035,26.516789123875164,2023-07-01,-81.960644446756,26.516808697756,188.81906376568656,64
"Tear off and Re-roof shingle *Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,-81.96452383380908,26.5169826348047,2023-05-01,-81.962832871988,26.516748671038,190.0311282470347,1178
Building #5 - Replace 125 amp main lug panel,Closed-CC Issued,0,ePlan,,-81.96452383380908,26.5169826348047,2023-06-01,-81.962832871988,26.516748671038,190.0311282470347,1178
"Tear Off and Re-roof shingles *Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,-81.95908290112132,26.518470620674403,2023-07-01,-81.960804665216,26.518499797215,191.69429632997043,65
"Tear Off and Re-roof shingles*Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,-81.96452684373445,26.516311938145662,2023-06-01,-81.962811862331,26.516616037436,193.88983737454782,1216
